Journal title,Eligible,NLM TA,pISSN,eISSN,Publisher,LOCATORplus ID,Latest issue,Earliest volume,Free access,Open access,Participation level, Deposit status, Journal URL
Romanian Journal of Ophthalmology,0,Rom J Ophthalmol,2457-4325,2501-2533,Romanian Society of Ophthalmology,101677459,v.62(3);Jul-Sep 2018,v.59;2015,1 month,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3305/
The South African Journal of Communication Disorders,0,S Afr J Commun Disord,0379-8046,2225-4765,AOSIS,7805099,v.65(1);2018,v.62;2015,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3408/
The South African Journal of Physiotherapy,0,S Afr J Physiother,0379-6175,2410-8219,AOSIS,9816433,v.74(1);2018,v.71;2015,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3502/
The South African Journal of Psychiatry : SAJP : the Journal of the Society of Psychiatrists of South Africa,0,S Afr J Psychiatr,1608-9685,2078-6786,AOSIS,100958626,v.24;2018,v.22;2016,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3540/
Safety and Health at Work,0,Saf Health Work,2093-7911,2093-7997,Occupational Safety and Health Research Institute,101542940,v.9(4);Dec 2018,v.1;2010,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1859/
SAGE Open Medicine,0,SAGE Open Med,,2050-3121,SAGE Publications,101624744,v.7;2019,v.1;2013,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2602/
SAGE Open Medical Case Reports,0,SAGE Open Med Case Rep,,2050-313X,SAGE Publications,101638686,v.7;2019,v.1;2013,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2887/
SAHARA J : Journal of Social Aspects of HIV/AIDS Research Alliance,0,SAHARA J,1729-0376,1813-4424,Taylor &#x0026; Francis,101226212,v.15(1);2018,v.13;2016,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3306/
Saline Systems,0,Saline Systems,,1746-1448,BioMed Central,101245795,v.7;2011,v.1;2005,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/332/
The Sanitary Review and Journal of Public Health,0,Sanit Rev J Public Health,,,Biomedical Journal Digitization Project,25637,v.4(16);Jan 1859,v.3;1857,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/2581/
Sarcoma,0,Sarcoma,1357-714X,1369-1643,Hindawi Limited,9709257,v.2018;2018,v.1;1997,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/417/
SAS Journal,0,SAS J,,1935-9810,International Society for the Advancement of Spine Surgery,101515146,v.5(4);2011,v.1;2007,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/2701/
The Saudi Dental Journal,0,Saudi Dent J,1013-9052,1658-3558,Elsevier,9313603,v.31(1);Jan 2019,v.21;2009,Immediate,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2023/
Saudi Journal of Anaesthesia,0,Saudi J Anaesth,1658-354X,0975-3125,Wolters Kluwer -- Medknow Publications,101500601,v.13(1);Jan-Mar 2019,v.3;2009,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1246/
Saudi Journal of Biological Sciences,0,Saudi J Biol Sci,1319-562X,2213-7106,Elsevier,101543796,v.26(1);Jan 2019,v.16;2009,Immediate,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2150/
Saudi Journal of Gastroenterology : Official Journal of the Saudi Gastroenterology Association,0,Saudi J Gastroenterol,1319-3767,1998-4049,Wolters Kluwer -- Medknow Publications,9516979,v.24(6);Nov-Dec 2018,v.14;2008,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/917/
Saudi Journal of Ophthalmology,0,Saudi J Ophthalmol,1319-4534,,Elsevier,9425601,v.32(4);Oct-Dec 2018,v.23;2009,Immediate,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2036/
Saudi Medical Journal,0,Saudi Med J,0379-5284,,Saudi Medical Journal,7909441,v.39(10);Oct 2018,v.35;2014,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2699/
Saudi Pharmaceutical Journal : SPJ,0,Saudi Pharm J,1319-0164,2213-7475,Elsevier,9705695,v.27(1);Jan 2019,v.17;2009,Immediate,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2116/
Scandinavian Journal of Food &#x0026; Nutrition,0,Scand J Food Nutr,1748-2976,1748-2984,Taylor &#x0026; Francis,101280719,v.51(4);Dec 2007,v.51;2007,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/827/
Scandinavian Journal of Primary Health Care,0,Scand J Prim Health Care,0281-3432,1502-7724,Taylor &#x0026; Francis,8510679,v.36(1);Mar 2018,v.25;2007,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1551/
"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",0,Scand J Trauma Resusc Emerg Med,,1757-7241,BioMed Central,101477511,v.27;2019,v.16;2008,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/707/
Scanning,0,Scanning,0161-0457,1932-8745,Hindawi Limited,7903371,v.2018;2018,v.2017;2017,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3285/
"Scars, Burns &#x0026; Healing",0,Scars Burn Heal,,2059-5131,SAGE Publications,101718377,v.5;Jan-Dec 2019,v.1;2015,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3402/
Schizophrenia Bulletin,1,Schizophr Bull,0586-7614,1745-1701,Oxford University Press,236760,v.45(1);Jan 2019,v.32;2006,12 months or less,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/356/
Schizophrenia Research: Cognition,1,Schizophr Res Cogn,,2215-0013,Elsevier,101632223,v.16;Jun 2019,v.1;2014,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3240/
Schizophrenia Research and Treatment,1,Schizophr Res Treatment,2090-2085,2090-2093,Hindawi Limited,101576450,v.2018;2018,v.2011;2011,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1885/
Science Advances,0,Sci Adv,,2375-2548,American Association for the Advancement of Science,101653440,v.5(1);Jan 2019,v.1;2015,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2850/
Scientific Data,0,Sci Data,,2052-4463,Nature Publishing Group,101640192,v.6;2019,v.1;2014,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2628/
Scientia Pharmaceutica,0,Sci Pharm,0036-8709,2218-0532,"&#xD6;sterreichische Apotheker-Verlagsgesellschaft, m. b. H.",26251,v.86(2);2018,v.78;2010,,All, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/journals/1378/
Science &#x0026; Practice Perspectives,0,Sci Pract Perspect,1930-4307,1930-4315,National Institute on Drug Abuse,101275423,v.3(2);Apr 2007,v.1;2002,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/1211/
Scientific Reports,0,Sci Rep,,2045-2322,Nature Publishing Group,101563288,v.9;2019,v.1;2011,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22Sci+Rep%22%5Bjournal%5D
Science and Technology of Advanced Materials,0,Sci Technol Adv Mater,1468-6996,1878-5514,National Institute for Materials Science and Taylor & Francis,101614420,v.20(1);2019,v.9;2008,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2687/
Scientifica,0,Scientifica (Cairo),,2090-908X,Hindawi Limited,101589932,v.2019;2019,v.2012;2012,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2236/
The Scientific World Journal,0,ScientificWorldJournal,2356-6140,1537-744X,Hindawi Limited,101131163,v.2019;2019,v.1;2000,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1623/
Scoliosis,0,Scoliosis,,1748-7161,BioMed Central,101271527,v.10;2015,v.1;2006,Immediate,Some, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/413/
Scoliosis and Spinal Disorders,0,Scoliosis Spinal Disord,,2397-1789,BioMed Central,101675716,v.13;2018,v.11;2016,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2925/
Self Nonself,0,Self Nonself,1938-2030,1938-2049,Taylor &#x0026; Francis,101495364,v.2(3);Jul-Dec 2011,v.1;2010,,No, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/journals/1370/
Seminars in Hearing,0,Semin Hear,0734-0451,1098-8955,Thieme Medical Publishers,8413380,v.40(1);Feb 2019,v.36;2015,12 months,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2934/
Seminars in Interventional Radiology,0,Semin Intervent Radiol,0739-9529,1098-8963,Thieme Medical Publishers,8510974,v.35(5);Dec 2018,v.21;2004,12 months,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1209/
Seminars in Plastic Surgery,0,Semin Plast Surg,1535-2188,1536-0067,Thieme Medical Publishers,101131275,v.32(4);Nov 2018,v.18;2004,12 months,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1208/
"Sensors (Basel, Switzerland)",0,Sensors (Basel),,1424-8220,Multidisciplinary Digital Publishing Institute  (MDPI),101204366,v.19(2);Jan 2019,v.3;2003,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1660/
Sexual Development,0,Sex Dev,1661-5425,1661-5433,Karger Publishers,101316472,v.6(1-3);Feb 2012,v.2;2009,,Some, NIH Portfolio , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22Sex+Dev%22%5Bjournal%5D
Sexual Medicine,0,Sex Med,,2050-1161,Elsevier,101631053,v.6(4);Dec 2018,v.1;2013,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2564/
Sexually Transmitted Infections,0,Sex Transm Infect,1368-4973,1472-3263,BMJ Publishing Group,9805554,v.83(7);Dec 2007,v.74;1998,,Some, Full , Now Select ,http://www.ncbi.nlm.nih.gov/pmc/journals/176/
Shanghai Archives of Psychiatry,0,Shanghai Arch Psychiatry,1002-0829,,Shanghai Mental Health Center,9891453,"v.30(2);Apr 25, 2018",v.24;2012,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/2464/
Shoulder &#x0026; Elbow,0,Shoulder Elbow,1758-5732,1758-5740,SAGE Publications,101506589,v.11(1);Feb 2019,v.6;2014,12 months,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2892/
SICOT-J,0,SICOT J,,2426-8887,EDP Sciences,101675099,v.5;2019,v.1;2015,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2966/
Signal Transduction and Targeted Therapy,0,Signal Transduct Target Ther,2095-9907,2059-3635,Nature Publishing Group,101676423,v.4;2019,v.1;2016,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3308/
Silence,0,Silence,,1758-907X,BioMed Central,101525809,v.4;2013,v.1;2010,,All, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/journals/1198/
Singapore Medical Journal,0,Singapore Med J,0037-5675,,Singapore Medical Association,404516,v.59(11);Nov 2018,v.55;2014,Immediate,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2641/
Skeletal Muscle,0,Skelet Muscle,,2044-5040,BioMed Central,101561193,v.9;2019,v.1;2011,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1569/
Skin Appendage Disorders,0,Skin Appendage Disord,2296-9195,2296-9160,Karger Publishers,101670617,v.5(1);Nov 2018,v.1;2015,12 months,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2974/
Skin Pharmacology and Physiology,0,Skin Pharmacol Physiol,1660-5527,1660-5535,Karger Publishers,101188418,v.24(2);Jan 2011,v.22;2009,,No, NIH Portfolio , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22Skin+Pharmacol+Physiol%22%5Bjournal%5D
Skull Base,0,Skull Base,1531-5010,1532-0065,Thieme Medical Publishers,101090660,v.21(6);Nov 2011,v.11;2001,6 months,No, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/223/
Skull Base Reports,0,Skull Base Rep,2157-6971,2157-698X,Thieme Medical Publishers,101571406,v.1(2);Nov 2011,v.1;2011,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/2146/
Skull Base Surgery,0,Skull Base Surg,1052-1453,,Thieme Medical Publishers,9111521,v.10(4);2000,v.1;1991,Immediate,No, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/434/
Sleep,0,Sleep,0161-8105,1550-9109,Oxford University Press,7809084,v.42(1);Jan 2019,v.30;2007,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22Sleep%22%5Bjournal%5D
Sleep Disorders,0,Sleep Disord,2090-3545,2090-3553,Hindawi Limited,101600304,v.2018;2018,v.2011;2011,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2030/
Sleep Science,0,Sleep Sci,1984-0659,1984-0063,Brazilian Association of Sleep and Latin American Federation of Sleep,101598477,v.11(3);May-Jun 2018,v.7;2014,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2788/
Small GTPases,0,Small GTPases,2154-1248,2154-1256,Taylor &#x0026; Francis,101530974,v.10(1);Jan 2019,v.1;2010,12 months,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1543/
Social Cognitive and Affective Neuroscience,1,Soc Cogn Affect Neurosci,1749-5016,1749-5024,Oxford University Press,101288795,v.14(1);Jan 2019,v.1;2006,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/697/
Social History of Medicine,0,Soc Hist Med,0951-631X,1477-4666,Oxford University Press,8810360,v.32(1);Feb 2019,v.21;2008,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22Soc+Hist+Med%22%5Bjournal%5D
Social Work Research,1,Soc Work Res,1070-5309,1545-6838,Oxford University Press,9434315,v.41(1);Mar 2017,v.34;2010,12 months,No, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22Soc+Work+Res%22%5Bjournal%5D
Socioaffective Neuroscience &#x0026; Psychology,1,Socioaffect Neurosci Psychol,,2000-9011,Taylor &#x0026; Francis,101624016,v.8(1);2018,v.1;2011,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2351/
Soft Robotics,0,Soft Robot,2169-5172,2169-5180,"Mary Ann Liebert, Inc.",101623819,"v.5(5);Oct 1, 2018",v.1;2014,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22Soft+Robot%22%5Bjournal%5D
Source Code for Biology and Medicine,0,Source Code Biol Med,,1751-0473,BioMed Central,101276533,v.14;2019,v.1;2006,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/449/
Southern African Journal of HIV Medicine,0,South Afr J HIV Med,1608-9693,2078-6751,AOSIS,100965417,v.19(1);2018,v.16;2015,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3407/
South Asian Journal of Cancer,0,South Asian J Cancer,2278-330X,2278-4306,Wolters Kluwer -- Medknow Publications,101618774,v.7(4);Oct-Dec 2018,v.1;2012,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2251/
Southern Med Review,0,South Med Rev,,1174-2704,BioMed Central,101571840,v.5(2);Dec 2012,v.2;2009,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/1901/
Spermatogenesis,0,Spermatogenesis,2156-5554,2156-5562,Taylor &#x0026; Francis,101543545,v.6(2);May-Aug 2016,v.1;2011,,Some, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/journals/1581/
Spinal Cord Series and Cases,0,Spinal Cord Ser Cases,,2058-6124,Nature Publishing Group,101680856,v.5;2019,v.1;2015,12 months,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3056/
Sports,0,Sports (Basel),,2075-4663,Multidisciplinary Digital Publishing Institute  (MDPI),101722684,v.6(4);Dec 2018,v.4;2016,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3446/
Sports Health,0,Sports Health,1941-7381,1941-0921,SAGE Publications,101518422,v.11(1);Jan-Feb 2019,v.1;2009,12 months,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1891/
"Sports Medicine, Arthroscopy, Rehabilitation, Therapy &#x0026; Technology: SMARTT",0,Sports Med Arthrosc Rehabil Ther Technol,,1758-2555,BioMed Central,101484554,v.4;2012,v.1;2009,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/848/
Sports Medicine International Open,0,Sports Med Int Open,,2367-1890,Thieme Medical Publishers,101721695,v.3(1);Jan 2019,v.1;2017,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3477/
Sports Medicine - Open,0,Sports Med Open,2199-1170,2198-9761,Springer,101662568,v.5;Dec 2019,v.1;2015,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3051/
SpringerPlus,0,Springerplus,,2193-1801,Springer-Verlag,101597967,v.5;2016,v.1;2012,,All, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22Springerplus%22%5Bjournal%5D
SSM - Population Health,0,SSM Popul Health,,2352-8273,Elsevier,101678841,v.7;Apr 2019,v.1;2015,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3383/
Standards in Genomic Sciences,0,Stand Genomic Sci,,1944-3277,BioMed Central,101530505,v.13;2018,v.1;2009,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1427/
Statistical Applications in Genetics and Molecular Biology,0,Stat Appl Genet Mol Biol,2194-6302,1544-6115,Berkeley Electronic Press,101176023,"v.10(1);Jan 1, 2011",v.7;2008,,No, NIH Portfolio , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22Stat+Appl+Genet+Mol+Biol%22%5Bjournal%5D
Stem Cell Investigation,0,Stem Cell Investig,2306-9759,2313-0792,AME Publications,101672113,v.5;2018,v.1;2014,Immediate,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2991/
Stem Cell Reports,0,Stem Cell Reports,,2213-6711,Elsevier,101611300,"v.12(1);Jan 8, 2019",v.1;2013,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2182/
Stem Cell Research &#x0026; Therapy,0,Stem Cell Res Ther,,1757-6512,BioMed Central,101527581,v.10;2019,v.1;2010,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1238/
Stem Cells and Cloning : Advances and Applications,0,Stem Cells Cloning,,1178-6957,Dove Press,101535817,v.11;2018,v.1;2008,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2175/
Stem Cells and Development,0,Stem Cells Dev,1547-3287,1557-8534,"Mary Ann Liebert, Inc.",101197107,"v.28(2);Jan 15, 2019",v.17;2008,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22Stem+Cells+Dev%22%5Bjournal%5D
Stem Cells International,0,Stem Cells Int,1687-966X,1687-9678,Hindawi Limited,101535822,v.2019;2019,v.2010;2010,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1340/
Stem Cells Translational Medicine,0,Stem Cells Transl Med,2157-6564,2157-6580,Wiley-Blackwell,101578022,v.8(2);Feb 2019,v.1;2012,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2027/
Stereotactic and Functional Neurosurgery,0,Stereotact Funct Neurosurg,1011-6125,1423-0372,Karger Publishers,8902881,v.90(1);Feb 2012,v.86;2008,,No, NIH Portfolio , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22Stereotact+Funct+Neurosurg%22%5Bjournal%5D
Strategies in Trauma and Limb Reconstruction,0,Strategies Trauma Limb Reconstr,1828-8936,1828-8928,Springer-Verlag,101299515,v.13(3);Nov 2018,v.1;2006,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/597/
Stroke Research and Treatment,0,Stroke Res Treat,2090-8105,2042-0056,Hindawi Limited,101529024,v.2019;2019,v.2010;2010,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1288/
Stroke and Vascular Neurology,0,Stroke Vasc Neurol,,2059-8696,BMJ Publishing Group,101689996,v.3(4);Dec 2018,v.1;2016,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3195/
Structural Dynamics,0,Struct Dyn,,2329-7778,American Institute of Physics,101660872,v.5(6);Nov 2018,v.1;2014,12 months,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2833/
Studies in Mental Inefficiency,0,Stud Ment Ineffic,,,National Association for Mental Health,21020330R,"v.5(4);Oct 15, 1924",v.1;1920,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/2472/
Studies in Mycology,0,Stud Mycol,0166-0616,1872-9797,CBS Fungal Biodiversity Centre,8411984,v.93;Jun 2019,v.55;2006,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/510/
Substance Abuse: Research and Treatment,1,Subst Abuse,,1178-2218,SAGE Publications,101514834,v.13;2019,v.1;2008,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1861/
Substance Abuse and Rehabilitation,1,Subst Abuse Rehabil,,1179-8467,Dove Press,101558476,v.10;2019,v.1;2010,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2178/
"Substance Abuse Treatment, Prevention, and Policy",1,Subst Abuse Treat Prev Policy,,1747-597X,BioMed Central,101258060,v.14;2019,v.1;2006,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/398/
Sudanese Journal of Paediatrics,0,Sudan J Paediatr,,0256-4408,Sudan Association of Paediatricians,101670175,v.18(1);2018,v.11;2011,Immediate,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3052/
Sultan Qaboos University Medical Journal,0,Sultan Qaboos Univ Med J,2075-051X,2075-0528,Sultan Qaboos University,101519915,v.18(3);Aug 2018,v.6;2006,Immediate,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1460/
Summit on Translational Bioinformatics,0,Summit Transl Bioinform,,2153-6430,American Medical Informatics Association,101528043,v.2010;2010,v.2008;2008,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/1348/
Surgical Case Reports,0,Surg Case Rep,,2198-7793,Springer-Verlag,101662125,v.5;Dec 2019,v.1;2015,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2806/
Surgical Infections,0,Surg Infect (Larchmt),1096-2964,1557-8674,"Mary Ann Liebert, Inc.",9815642,"v.20(1);Jan 1, 2019",v.9;2008,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22Surg+Infect+(Larchmt)%22%5Bjournal%5D
The Surgery Journal,0,Surg J (N Y),2378-5128,2378-5136,Thieme Medical Publishers,101695022,v.5(1);Jan 2019,v.1;2015,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3143/
Surgical Neurology International,0,Surg Neurol Int,2229-5097,2152-7806,Wolters Kluwer -- Medknow Publications,101535836,v.9;2018,v.1;2010,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1278/
